priority,shop_id,name,primary_type,assigned_type_id,assigned_category,tags,comments,score,flags,suggestion,evidence
45,10365,渣男 Taiwan Bistro 信義一渣,db_current,2003,居酒屋,餐酒館,3161,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵; 中式料理:台式; 咖啡/甜點:咖啡
45,10280,蔬軾,db_current,2005,素食,義式、親子,3143,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、披薩,義法料理:義大利麵、義大利、披薩
45,10524,gonnaEAT 內湖店,db_current,2007,義法料理,約會、商務、親子,3006,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕、咖啡,咖啡/甜點:蛋糕、咖啡
45,10627,肉你好燒肉-合江總舖,db_current,2002,日式燒肉,,2992,4.8,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：居酒屋,居酒屋:居酒屋
45,10591,火人串燒,db_current,2004,日式料理,,2966,4.9,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒,居酒屋:串燒
45,10678,渣男Taiwan Bistro古亭四渣,db_current,2003,居酒屋,餐酒館、商務,2962,4.7,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：台式,中式料理:台式
45,10367,川邸鍋物 劍潭店,db_current,2001,火鍋,,2952,4.7,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點、蛋糕,咖啡/甜點:甜點、蛋糕
45,10526,M One Cafe A11,db_current,2010,美式料理,早午餐、約會,2949,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：cafe,咖啡/甜點:cafe
45,10592,品司和食,db_current,2004,日式料理,親子,2909,4.9,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：火鍋,火鍋:火鍋
45,10628,蔦燒日式居酒屋-士林店,db_current,2003,居酒屋,,2883,4.8,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：壽司,日式料理:壽司
45,10181,Bogart's Smokehouse Taipei (美式木柴煙燻屋) OPEN til SOLDOUT,db_current,2010,美式料理,,2835,4.7,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：烤肉,日式燒肉:烤肉
45,10528,紅屋牛排館民生店,db_current,2010,美式料理,牛排、商務,2821,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點、蛋糕,咖啡/甜點:甜點、蛋糕
45,10369,i99 COFFEE 景美店,db_current,2012,咖啡/甜點,吃到飽,2785,4.7,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：火鍋、鍋物,火鍋:火鍋、鍋物; 居酒屋:暢飲
45,10529,荖子鍋Plus 家樂福內湖店,db_current,2001,火鍋,吃到飽,2734,4.5,keyword_conflict;high_impact,檢查是否應改為 自助餐 (2011)；命中：自助餐,自助餐:自助餐
45,10445,夏慕尼新香榭鐵板燒 台北大直敬業店,db_current,2007,義法料理,牛排、鐵板燒、約會,2733,4.6,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排; 咖啡/甜點:甜點
45,10680,TakeOut Burger&Cafe 民權店,db_current,2010,美式料理,,2725,4.7,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：cafe,咖啡/甜點:cafe
45,10446,PRESERVE 遠東GARDEN CITY 大巨蛋店,db_current,2005,素食,義式、約會,2673,4.6,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利,義法料理:義大利麵、義大利
45,10286,蔣老爹愛吃鍋 市民店｜台北東區｜麻辣火鍋,db_current,2001,火鍋,,2641,4.8,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：台式,中式料理:台式
45,10681,明水然・樂-遠百信義店(遠百A13店),db_current,2004,日式料理,鐵板燒、約會,2598,4.7,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：漢堡,美式料理:漢堡
45,10288,渣男TaiwanBistro 木柵二渣,db_current,2003,居酒屋,餐酒館、約會,2552,4.8,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：台式,中式料理:台式
45,10231,三燔北投 Mihan Beitou,db_current,2004,日式料理,約會,2525,4.9,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：涮涮鍋、壽喜燒、涮涮、鍋物,火鍋:涮涮鍋、壽喜燒、涮涮、鍋物; 咖啡/甜點:甜點
45,10449,阿薄郎薄皮餃子－公館店,db_current,2004,日式料理,餐酒館,2511,4.6,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒、啤酒、下酒,居酒屋:串燒、啤酒、下酒; 中式料理:台式
45,10531,野草居食屋,db_current,2003,居酒屋,約會,2504,4.5,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：牛舌,日式燒肉:牛舌
45,10171,肉執事台北松山門市,db_current,2002,日式燒肉,,2498,4.5,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：台式,中式料理:台式
45,10533,A Beach 101&Pizza,db_current,2007,義法料理,約會、親子,2471,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點、蛋糕,咖啡/甜點:甜點、蛋糕
45,10630,燒鳩 刺身•串燒•夜食,db_current,2004,日式料理,,2454,4.8,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒、暢飲,居酒屋:串燒、暢飲
45,10631,哞屋Mon wo,db_current,2004,日式料理,,2450,4.8,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉; 美式料理:漢堡
45,10453,墨竹亭 燃麵本家 台北六張犁店,db_current,2008,中式料理,,2400,4.6,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：壽喜燒,火鍋:壽喜燒; 日式燒肉:燒肉
45,10455,品田牧場 台北松山車站店,db_current,2010,美式料理,親子,2375,4.6,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點,咖啡/甜點:甜點
45,10182,花漾夯夯鍋-政大店 | 火鍋259起 | 木柵火鍋吃到飽|木柵宵夜,db_current,2001,火鍋,吃到飽,2334,4.7,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食
45,10376,旭集 和食集錦 微風店,db_current,2011,自助餐,吃到飽、約會,2333,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：壽司,日式料理:壽司
45,10183,呼嚕小酒館 Purrson Bistro,db_current,2007,義法料理,餐酒館,2327,4.7,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：漢堡,美式料理:漢堡
45,10633,青杉燒肉,db_current,2002,日式燒肉,約會、商務,2261,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：燉飯,義法料理:燉飯
45,10538,果然匯 台北天母店,db_current,2005,素食,親子,2245,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：披薩,義法料理:披薩; 咖啡/甜點:甜點
45,10634,三柒燒肉專門店-大安敦化店,db_current,2002,日式燒肉,牛排,2192,4.8,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排
45,10539,Second Floor 貳樓微風南山店,db_current,2010,美式料理,牛排、法式、約會、親子、景觀,2168,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式; 中式料理:台式; 咖啡/甜點:蛋糕
45,10460,加分100%浜中特選昆布鍋物-八德店,db_current,2001,火鍋,,2126,4.6,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵
45,10141,葉公館滬菜,db_current,2008,中式料理,商務,2121,3.9,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉
45,10747,小小麥 信義新光A11,db_current,2004,日式料理,,2116,4.6,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉
45,10378,波赫士領地精品咖啡館 明水店 提拉米蘇 千層蛋糕,db_current,2012,咖啡/甜點,早午餐、牛排、義式、約會,2114,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義式、披薩,義法料理:義式、披薩; 美式料理:早午餐、牛排
45,10296,overthink 餐飲小吃部,db_current,2007,義法料理,義式、約會,2100,4.8,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：啤酒、精釀,居酒屋:啤酒、精釀; 中式料理:台式
45,10236,辣椒多一點麻辣鍋物養生鍋,db_current,2001,火鍋,,2050,4.9,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕,咖啡/甜點:蛋糕
45,10572,Chill嗨嗨酒場 Bar,db_current,2004,日式料理,,2025,5.0,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒、酒場,居酒屋:串燒、酒場
45,10139,小小樹食 敦南店,db_current,2005,素食,義式,1972,4.2,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利,義法料理:義大利麵、義大利; 咖啡/甜點:蛋糕
45,10749,日本橋浜町食事处 微風北車店,db_current,2004,日式料理,商務,1960,4.6,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：居酒屋,居酒屋:居酒屋
45,10543,BaganHood 蔬食餐酒館,db_current,2005,素食,義式、餐酒館、約會,1949,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、披薩,義法料理:義大利麵、義大利、披薩
45,10544,茱莉金牛排餐酒館,db_current,2010,美式料理,牛排、法式、餐酒館、約會,1924,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式
45,10545,前鎮水產-海霸王 昆明店,db_current,2001,火鍋,,1893,4.5,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：生魚片,日式料理:生魚片
45,10599,士林串燒,db_current,2004,日式料理,,1890,4.9,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒,居酒屋:串燒
45,10385,CURA PIZZA 窯火熾心.古道樂嚐 （店休日、一、二）,db_current,2007,義法料理,,1880,4.7,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食; 咖啡/甜點:甜點
45,10386,Last Order,db_current,2007,義法料理,牛排、餐酒館、約會,1861,4.7,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：牛舌,日式燒肉:牛舌; 美式料理:牛排
45,10547,陶膳日式料理,db_current,2004,日式料理,親子,1839,4.5,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：居酒屋,居酒屋:居酒屋
45,10548,東京串燒酒場,db_current,2003,居酒屋,約會,1828,4.5,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵
45,10166,潮肉壽喜燒-永吉店,db_current,2001,火鍋,吃到飽,1825,4.4,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點,咖啡/甜點:甜點
45,10549,Fa Burger,db_current,2010,美式料理,,1823,4.5,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：烤肉,日式燒肉:烤肉
45,10464,PRESERVE LaLaport 南港店,db_current,2010,美式料理,早午餐、義式、約會、親子,1814,4.6,keyword_conflict;high_impact,檢查是否應改為 素食 (2005)；命中：蔬食,素食:蔬食; 義法料理:義大利麵、義大利
45,10550,Extension 1 by 橘色,db_current,2004,日式料理,約會,1802,4.5,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：壽喜燒、鍋物,火鍋:壽喜燒、鍋物
45,10465,無口小廚 Mukuchi Kitchen & Bar,db_current,2005,素食,,1800,4.6,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：拉麵,日式料理:拉麵
45,10552,這一小鍋 台北北護店(最後收客20:00)【呷Bar店】,db_current,2001,火鍋,,1796,4.5,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：台式、麵食,中式料理:台式、麵食
45,10553,草根早午餐 TOUCH WOOD,db_current,2010,美式料理,早午餐、法式、餐酒館,1768,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式; 咖啡/甜點:咖啡
45,10637,燒究食寓 萬華店 – 居酒屋｜宵夜｜串燒,db_current,2003,居酒屋,牛排、親子,1761,4.8,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排
45,10638,Takeout Burger&Cafe 延吉店 （最後點餐21：30）/美式漢堡/寵物友善/大安區美食/貓咪餐廳,db_current,2010,美式料理,,1739,4.8,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：cafe,咖啡/甜點:cafe
45,10467,PEPPINO 培皮諾小館,db_current,2007,義法料理,義式、約會,1697,4.6,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點,咖啡/甜點:甜點
45,10556,德朗火鍋 (信義店),db_current,2001,火鍋,法式、商務,1694,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式; 咖啡/甜點:甜點
45,10691,Eatfoodie udon 好好吃餐房(烏龍麵 鍋燒意麵),db_current,2001,火鍋,義式,1680,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵; 義法料理:義大利麵、義大利
45,10557,AN58西班牙創意料理,db_current,2007,義法料理,牛排、約會,1674,4.5,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排
45,10692,鹿境早午餐 Arrival Brunch & Cafe - 早午餐推薦 ｜ 餐廳 ｜小巨蛋早午餐 ｜ 包場 ｜ 法式吐司 ｜ 漢堡｜咖喱 ｜小巨蛋早午餐｜台北早午餐推薦,db_current,2010,美式料理,Brunch、早午餐、法式、約會,1670,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式; 咖啡/甜點:cafe
45,10468,Creative Pasta 創義麵 東湖店,db_current,2007,義法料理,義式、親子,1660,4.6,keyword_conflict;high_impact,檢查是否應改為 素食 (2005)；命中：素食,素食:素食
45,10558,根來阿財鐵板燒,db_current,2004,日式料理,鐵板燒,1652,4.5,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：熱炒、台式,中式料理:熱炒、台式
45,10693,捌千代居酒屋 松山店,db_current,2003,居酒屋,,1648,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵
45,10694,嚐居,db_current,2003,居酒屋,,1644,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：壽司,日式料理:壽司
45,10757,爍場居酒屋復興店,db_current,2002,日式燒肉,,1640,4.6,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：居酒屋、串燒、下酒、暢飲,居酒屋:居酒屋、串燒、下酒、暢飲
45,10303,好吧,db_current,2010,美式料理,早午餐、義式、親子,1630,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義式,義法料理:義式
45,10560,GumGum Not Only Beer & Wings 雞翅啤酒吧-內科店,db_current,2003,居酒屋,義式、餐酒館、約會,1610,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、燉飯、披薩,義法料理:義大利麵、義大利、燉飯、披薩; 咖啡/甜點:蛋糕
45,10390,子女居酒屋,db_current,2003,居酒屋,,1605,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：天婦羅、烏龍麵,日式料理:天婦羅、烏龍麵
45,10640,七転八起-中山必吃串燒|人氣串燒|串燒專門店|串燒烤肉|熱門居酒屋|居酒屋推薦|喝酒聚餐推薦|隱藏居酒屋,db_current,2003,居酒屋,約會,1595,4.8,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：烤肉,日式燒肉:烤肉
45,10641,東京家庭義大利麵 堺人餐飲 天母,db_current,2008,中式料理,義式、親子,1591,4.8,keyword_conflict;high_impact,檢查是否應改為 素食 (2005)；命中：素食,素食:素食; 義法料理:義大利麵、義大利
45,10603,極簡鍋物｜萬華199和牛火鍋｜西門町火鍋推薦｜小龍蝦專賣店｜萬華美食,db_current,2001,火鍋,親子,1550,4.9,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉
45,10758,Niconico Yakiniku 冠軍燒肉-西門,db_current,2002,日式燒肉,約會,1540,4.6,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵
45,10307,謀魚蝦也蠔南港直營店,db_current,2001,火鍋,,1526,4.8,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：熱炒,中式料理:熱炒
45,10643,八和和牛燒肉專門店-安和本店,db_current,2002,日式燒肉,約會,1513,4.8,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕,咖啡/甜點:蛋糕
45,10695,試試工作室,db_current,2002,日式燒肉,義式、約會,1511,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、燉飯、義式,義法料理:義大利麵、義大利、燉飯、義式; 咖啡/甜點:蛋糕
45,10562,HANNA Pasta Café パスタ カフェ,db_current,2007,義法料理,義式、約會,1507,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕,咖啡/甜點:蛋糕
45,10696,Agusto奧古斯托 牛排龍蝦餐酒館 大安店｜新北美食義式餐廳 生日聚餐約會推薦,db_current,2007,義法料理,牛排、法式、義式、餐酒館、約會,1507,4.7,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排
45,10697,大河屋 燒肉丼 串燒-中信南港店,db_current,2004,日式料理,,1505,4.7,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉; 居酒屋:串燒
45,10698,樂氣串燒居酒屋,db_current,2003,居酒屋,義式,1471,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵; 義法料理:義式
45,10391,孫太太嚴選超市火鍋台北民族店,db_current,2001,火鍋,親子,1451,4.7,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點,咖啡/甜點:甜點
45,10473,Lazy Pasta 慵懶義式廚房文山萬芳店,db_current,2007,義法料理,義式、親子,1449,4.6,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食
45,10564,Plants,db_current,2005,素食,,1446,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：燉飯,義法料理:燉飯
45,10474,朝鑫壽司（Asashi sushi),db_current,2004,日式料理,親子,1440,4.6,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒,居酒屋:串燒
45,10202,嗯哼咖啡食堂(Uh huh cafe),db_current,2012,咖啡/甜點,,1436,5.0,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：漢堡,美式料理:漢堡
45,10393,加分昆布鍋物-食べ放題-新生店,db_current,2001,火鍋,吃到飽、親子,1433,4.7,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食
45,10566,鍋董日式涮涮鍋劍潭旗艦店,db_current,2004,日式料理,親子,1429,4.5,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：涮涮鍋、涮涮,火鍋:涮涮鍋、涮涮
45,10605,肉你好燒肉-延吉店,db_current,2002,日式燒肉,約會,1429,4.9,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：啤酒,居酒屋:啤酒
45,10314,蔬軾．安和店,db_current,2005,素食,義式、約會、親子,1415,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：燉飯、義式、披薩,義法料理:燉飯、義式、披薩
45,10573,豆町村燒肉,db_current,2002,日式燒肉,牛排、約會,1415,5.0,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排
45,10475,The Slice Shop 信義安和,db_current,2007,義法料理,,1393,4.6,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：美式,美式料理:美式
45,10763,源本家燒肉火鍋,db_current,2002,日式燒肉,,1350,4.6,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：火鍋,火鍋:火鍋
45,10607,大河屋 燒肉丼 串燒-微風南京店,db_current,2002,日式燒肉,,1348,4.9,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒,居酒屋:串燒
45,10764,CHIT CHAT Cafe 南京店,db_current,2012,咖啡/甜點,早午餐,1348,4.6,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：早午餐,美式料理:早午餐
45,10765,AW Cafe Wine Bistro,db_current,2007,義法料理,早午餐、牛排、餐酒館、約會,1345,4.6,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：早午餐、牛排,美式料理:早午餐、牛排; 咖啡/甜點:cafe
45,10608,深深 永康制作所（建議先打電話問一下）,db_current,2004,日式料理,,1327,4.9,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉
45,10477,無尽蔵居酒屋Mujinzou Izakaya（週五僅接受電話訂位）,db_current,2003,居酒屋,,1308,4.6,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：壽司,日式料理:壽司
45,10647,Monday蔬食料理 錦州店,db_current,2005,素食,義式,1306,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、義式,義法料理:義大利麵、義大利、義式; 美式料理:漢堡
45,10478,麥味登 文山饗食大亨店,db_current,2010,美式料理,,1300,4.6,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：咖啡,咖啡/甜點:咖啡
45,10398,GiraPizza 旋轉披薩,db_current,2007,義法料理,義式、餐酒館,1290,4.7,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：咖啡,咖啡/甜點:咖啡
45,10701,原蔬生活 élémentlifes……………..……...（僅接受一週內電話預約 We accept phone reservations up to one week in advance.）,db_current,2005,素食,義式、約會,1283,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、燉飯、義式,義法料理:義大利麵、義大利、燉飯、義式
45,10702,鳥居町日料居酒屋（東湖店),db_current,2003,居酒屋,,1281,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：生魚片、壽司,日式料理:生魚片、壽司; 咖啡/甜點:蛋糕
45,10399,曹料理,db_current,2004,日式料理,,1261,4.7,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：牛舌,日式燒肉:牛舌
45,10318,全養知 異國蔬食 莊敬店,db_current,2005,素食,義式、約會,1246,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義式,義法料理:義式
45,10768,RKZ Caf'e,db_current,2007,義法料理,牛排、約會,1229,4.6,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：牛排,美式料理:牛排
45,10570,蘇草salvia,db_current,2012,咖啡/甜點,早午餐、義式,1225,4.5,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利,義法料理:義大利麵、義大利; 美式料理:早午餐
45,10609,酒桃Sake momo,db_current,2003,居酒屋,義式、餐酒館,1200,4.9,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義式,義法料理:義式
45,10481,中山區麻辣火鍋/麻辣火鍋推薦/滑嫩鴨血豆腐/麻凡麻辣火鍋/養生蔬果湯,db_current,2001,火鍋,法式、商務,1188,4.6,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式
45,10703,老菘田居酒屋(串燒‧酒場) 南京店,db_current,2003,居酒屋,,1188,4.7,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉
45,10482,豐橋火鍋,db_current,2001,火鍋,親子,1186,4.6,keyword_conflict;high_impact,檢查是否應改為 素食 (2005)；命中：蔬食,素食:蔬食
45,10704,PAI CAFÉ & BRUNCH 八德店,db_current,2010,美式料理,Brunch、早午餐、法式,1183,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式; 咖啡/甜點:拿鐵
45,10649,大河牧場 漢堡排洋食館-內湖大全聯店,db_current,2010,美式料理,親子,1182,4.8,keyword_conflict;high_impact,檢查是否應改為 火鍋 (2001)；命中：壽喜燒,火鍋:壽喜燒
45,10705,波赫士領地精品咖啡館 提拉米蘇 千層蛋糕 BorgesPlace昌吉店,db_current,2012,咖啡/甜點,早午餐、牛排、義式,1182,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義式,義法料理:義式; 美式料理:早午餐、牛排
45,10241,貓蕊 貓咪餐廳,db_current,2010,美式料理,早午餐、親子,1157,4.9,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕,咖啡/甜點:蛋糕
45,10403,男子漢拉麵食堂-北投店,db_current,2004,日式料理,,1152,4.7,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食
45,10142,BRUN不然-信義店(捷運大安站),db_current,2010,美式料理,Brunch、早午餐,1144,4.2,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式
45,10484,蔣家莊 溫體牛肉火鍋,db_current,2001,火鍋,,1137,4.6,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：下酒,居酒屋:下酒
45,10406,凱撒披薩 Caesar's pizza 北投店,db_current,2007,義法料理,親子,1107,4.7,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：美式,美式料理:美式
45,10169,蔬食百匯（首都松山店）,db_current,2005,素食,義式、吃到飽、親子,1077,4.4,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、披薩,義法料理:義大利麵、義大利、披薩; 中式料理:熱炒; 自助餐:百匯
45,10195,HI MATE ！(供餐至15:30）,db_current,2010,美式料理,Brunch、早午餐,1066,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：咖啡,咖啡/甜點:咖啡
45,10650,12:59早午餐Brunch.Pasta.Coffee.Dessert,db_current,2010,美式料理,Brunch、早午餐、義式、親子,1053,4.8,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：pasta,義法料理:pasta; 咖啡/甜點:coffee
45,10488,家吶子台式居酒屋 Ka-la̍h-á,db_current,2003,居酒屋,,1047,4.6,keyword_conflict;high_impact,檢查是否應改為 日式燒肉 (2002)；命中：燒肉,日式燒肉:燒肉; 中式料理:台式
